ASIN;SKU;OTTOKOD;DETAY;DESİ-KG;;INVOICE ÜRÜN BEDELİ;US FEDEX KARGO ÜCRETİ;FEDEX İŞLEM ÜCRETİ;DUTY OTAN;DUTY;VERGİ ORANI;VERGİ
B08126JXDP;MG-ZSTK-GeLetStrap-Red;6063-Siyah/Kırmızı;Strap Coton X;0,5;;1,00;9,27;1,12;1,8;0,02;15,0;0,15
B08125G9YQ;MG-ZSTK-GeLetStrap-Green;6063-Siyah/Yeşil;Strap Coton X;0,5;;1,00;9,27;1,12;1,8;0,02;15,0;0,15
B08125M249;MG-ZSTK-GeLetStrap-Mink;6063-Vizon;Strap Coton X;0,5;;1,00;9,27;1,12;1,8;0,02;15,0;0,15
B08125N8D2;MG-ZSTK-GeLetStrap-Camel;6065-Camel;Strap Coton X;0,5;;1,00;9,27;1,12;1,8;0,02;15,0;0,15
B08126MP35;MG-ZSTK-GeLetStrap-Cinnamon;6065-Taba;Strap Coton X;0,5;;1,00;9,27;1,12;1,8;0,02;15,0;0,15
B0813QPW5N;MG-ZSTK-Strapcotton-S-Camel;6066-Camel;Strap Coton Small;0,5;;1,00;9,27;1,12;0;0,00;15,0;0,15
B0813QN7QG;MG-ZSTK-Strapcotton-S-Cinnamon;6066-Taba;Strap Coton Small;0,5;;1,00;9,27;1,12;0;0,00;15,0;0,15
B0813R2DVC;MG-ZSTK-Strapcotton-M-Camel;6067-Camel;Strap Coton Medıum;0,5;;1,00;9,27;1,12;0;0,00;15,0;0,15
B0813PTS6Z;MG-ZSTK-Strapcotton-M-Cinnamon;6067-Tarçın;Strap Coton Medıum;0,5;;1,00;9,27;1,12;0;0,00;15,0;0,15
B0813Q2W4Q;MG-ZSTK-Strapcotton-L-Camel;6068-Camel;Strap Coton Large;0,5;;1,00;9,27;1,12;0;0,00;15,0;0,15
B0813QGR8R;MG-ZSTK-Strapcotton-L-Cinnamon;6068-Taba;Strap Coton Large;0,5;;1,00;9,27;1,12;0;0,00;15,0;0,15
B0813L9QDC;MG-ZSTK-Strapcotton-S-Red;6069-Siyah/Kırmızı;Strap Coton Small;0,5;;1,00;9,27;1,12;0;0,00;15,0;0,15
B01MSPL9YJ;ZSTK-Strapcotton-S-Green;6069-Yeşil;Strap Coton Small;0,5;;1,00;9,27;1,12;0;0,00;15,0;0,15
B0813QL5TH;MG-ZSTK-Strapcotton-M-Red;6070-Siyah/Kırmızı;Strap Coton Medıum;0,5;;1,00;9,27;1,12;0;0,00;15,0;0,15
B01N1IT8HU;ZSTK-Strapcotton-M-Green;6070-Yeşil;Strap Coton Medıum;0,5;;1,00;9,27;1,12;0;0,00;15,0;0,15
B0813Q5LMN;MG-ZSTK-Strapcotton-L-Red;6071-Siyah/Kırmızı;Strap Coton Large;0,5;;1,00;9,27;1,12;0;0,00;15,0;0,15
B01N983KQN;ZSTK-Strapcotton-L-Green;6071-Yeşil;Strap Coton Large;0,5;;1,00;9,27;1,12;0;0,00;15,0;0,15
B07C7C6412;OT-GeLeatherTrayOrganizer-Brown;6075-Kahverengi;Organizer-Toscano;0,5;;1,66;9,27;1,12;20;0,33;15,0;0,25
B07C7HZNR8;OT-GeLeatherTrayOrganizer-Black;6075-Siyah;Organizer-Soho;0,5;;1,66;9,27;1,12;20;0,33;15,0;0,25
B0BF9VQWP5;OT-GeLeatherApron-Green;6076-Haki;Deri Önlük;2;;19,09;10,08;1,12;0;0,00;15,0;2,86
B0BF9W7D9C;OT-GeLeatherApron-Brown;6076-Kahverengi;Deri Önlük;2;;19,09;10,08;1,12;0;0,00;15,0;2,86
B07ZKX3NKL;OT-GeLeatherApron-Black;6076-Siyah;Deri Önlük;2;;19,09;10,08;1,12;0;0,00;15,0;2,86
B0BF9SWHZM;OT-GeLeatherApron-Mink;6076-Vizon;Deri Önlük;2;;19,09;10,08;1,12;0;0,00;15,0;2,86
B089KLRHNB;OT-GeLetRollPenCase-Camel;6077-Camel;Rulo Kalemlik-Tıger;0,5;;1,23;9,27;1,12;13,5;0,17;15,0;0,18
B089KMHK1Q;OT-GeLetRollPenCase-Red;6077-Kırmızı;Rulo Kalemlik-Tiger;0,5;;1,23;9,27;1,12;13,5;0,17;15,0;0,18
B089KMKV26;OT-GeLetRollPenCase-Brown;6077-Taba;Rulo Kalemlik-Toscana;0,5;;1,23;9,27;1,12;13,5;0,17;15,0;0,18
B089KLVW7J;OT-GeLetRollPenCase-Black;6080-Siyah;Rulo Kalemlik-Soho;0,5;;1,23;9,27;1,12;13,5;0,17;15,0;0,18
B08B3ZGCKT;OT-GeLetPortfolio-S-Camel;6081-Camel;Küçük Boy Deri Defter Kılıfı;0,5;;2,03;9,27;1,12;0;0,00;15,0;0,31
B08B3ZS3TR;OT-GeLetPortfolio-S-Red;6081-Kırmızı;Küçük Boy Deri Defter Kılıfı;0,5;;2,03;9,27;1,12;0;0,00;15,0;0,31
B08B41FBJS;OT-GeLetPortfolio-S-Brown;6081-Taba;Küçük Boy Deri Defter Kılıfı;0,5;;2,03;9,27;1,12;0;0,00;15,0;0,31
B08B38T5G2;OT-GeLetPortfolio-S-Black;6084-Siyah;Küçük Boy Deri Defter Kılıfı;0,5;;2,03;9,27;1,12;0;0,00;15,0;0,31
B08B3YXZX4;OT-GeLetPortfolio-M-Camel;6085-Camel;Orta Boy Deri Defter Kılıfı;0,5;;2,68;9,27;1,12;0;0,00;15,0;0,40
B08B3Z37RV;OT-GeLetPortfolio-M-Red;6085-Kırmızı;Orta Boy Deri Defter Kılıfı;0,5;;2,68;9,27;1,12;0;0,00;15,0;0,40
B08B3ZL9B3;OT-GeLetPortfolio-M-Brown;6085-Taba;Orta Boy Deri Defter Kılıfı;0,5;;2,68;9,27;1,12;0;0,00;15,0;0,40
B08B3ZGJ4V;OT-GeLetPortfolio-M-Black;6088-Siyah;Orta Boy Deri Defter Kılıfı;0,5;;2,68;9,27;1,12;0;0,00;15,0;0,40
B08B3Z6YV4;OT-GeLetPortfolio-L-Camel;6089-Camel;Büyük Boy Deri Defter Kılıfı;0,5;;4,66;9,27;1,12;0;0,00;15,0;0,70
B08B3Z33CP;OT-GeLetPortfolio-L-Red;6089-Kırmızı;Büyük Boy Deri Defter Kılıfı;0,5;;4,66;9,27;1,12;0;0,00;15,0;0,70
B08B3ZVCCH;OT-GeLetPortfolio-L-Brown;6089-Taba;Büyük Boy Deri Defter Kılıfı;0,5;;4,94;9,27;1,12;0;0,00;15,0;0,74
B07B93YM5W;OT-Mousepad-GeLeather-Purple;6091-Bordo;Mouse Pad;0,5;;1,23;9,27;1,12;0;0,00;15,0;0,18
B07B958MMY;OT-Mousepad-GeLeather-Green;6091-Haki;Mouse Pad;0,5;;1,23;9,27;1,12;0;0,00;15,0;0,18
B078Y2ZK49;Mousepad-GeLeather-Brown;6091-Kahverengi;Mouse Pad;0,5;;1,23;9,27;1,12;0;0,00;15,0;0,18
B078Y75ZS5;Mousepad-GeLeather-Black;6091-Siyah;Mouse Pad;1;;1,23;9,54;1,12;0;0,00;15,0;0,18
B08B3Z4YFK;OT-GeLetPortfolio-L-Black;6092-Siyah;Büyük Boy Deri Defter Kılıfı;1;;5,06;9,54;1,12;0;0,00;15,0;0,76
B08B3Z582P;OT-GeLetPortfolio-Locking-L-Brown;6093-Taba;Büyük Boy Kilitli Deri Defter Kılıfı;1;;5,57;9,54;1,12;0;0,00;15,0;0,84
B0995Q43J7;OT-RoundOrganizer-Black;6099-Siyah;Londo Yuvarlak Organizer;0,5;;1,66;9,27;1,12;0;0,00;15,0;0,25
B0995R7M89;OT-RoundOrganizer-Brown;6100-Kahverengi;Londo Yuvarlak Organizer;0,5;;1,66;9,27;1,12;0;0,00;15,0;0,25
B08WCX1JGF;OT-GeLetPenCase-Rtr2-Brown;6101-Kahverengi;2 Bölümlü Retro Kalemlik;0,5;;2,30;9,27;1,12;8,5;0,20;15,0;0,34
B08W98F64R;OT-GeLetPenCase-Rtr2-Blue;6101-Mavi;2 Bölümlü Retro Kalemlik;0,5;;2,30;9,27;1,12;8,5;0,20;15,0;0,34
B08WHQW21P;OT-GeLetPenCase-Rtr2-Black;6101-Siyah;2 Bölümlü Retro Kalemlik;0,5;;2,30;9,27;1,12;8,5;0,20;15,0;0,34
B08WBW29MP;OT-GeLetPenCase-Rtr2-Camel;6104-Camel;2 Bölümlü Retro Kalemlik;0,5;;2,22;9,27;1,12;8,5;0,19;15,0;0,33
B08WBXYS1C;OT-GeLetPenCase-Rtr2-Red;6104-Kırmızı;2 Bölümlü Retro Kalemlik;0,5;;2,22;9,27;1,12;8,5;0,19;15,0;0,33
B08WCX3PJC;OT-GeLetPenCase-Rtr2-Green;6104-Oliv;2 Bölümlü Retro Kalemlik;0,5;;2,22;9,27;1,12;8,5;0,19;15,0;0,33
B08WCHLBM6;OT-GeLetPenCase-Rtr2-Mink;6104-Taba;2 Bölümlü Retro Kalemlik;0,5;;2,22;9,27;1,12;8,5;0,19;15,0;0,33
B09CV39LCP;MG-ZSTK-StrapGeLet-Camel;6107-Camel;Sierra Kemer-Deri;0,5;;2,20;9,27;1,12;0;0,00;15,0;0,33
B09CTYS8S1;MG-ZSTK-StrapGeLet-Red;6107-Kırmızı;Sierra Kemer-Deri;0,5;;2,20;9,27;1,12;0;0,00;15,0;0,33
B09CV584GK;MG-ZSTK-StrapGeLet-LBrown;6107-Taba;Sierra Kemer-Deri URETILMEYECEK;0,5;;2,20;9,27;1,12;0;0,00;15,0;0,33
B09DFVX4TP;MG-ZSTK-CanvasStrap-Gray;6108-Bordo/Gri;Kemer-Kanvas;0,5;;2,20;9,27;1,12;0;0,00;15,0;0,33
B09DFWD45B;MG-ZSTK-CanvasStrap-Beige;6108-Haki/Bej;Kemer-Kanvas;0,5;;2,20;9,27;1,12;0;0,00;15,0;0,33
B09DFX8MX1;MG-ZSTK-CanvasStrap-Blue;6108-Kahverengi/Mavi;Kemer-Kanvas;0,5;;2,20;9,27;1,12;0;0,00;15,0;0,33
B09DFW24YD;MG-ZSTK-CanvasStrap-Black;6108-Kahverengi/Siyah;Kemer-Kanvas;0,5;;2,20;9,27;1,12;0;0,00;15,0;0,33
B095PSPJW9;OT-GeLet-Ipad12-Black;6112-Siyah;Londo Retro Büyük Tablet Kılıfı;1;;3,67;9,54;1,12;8,5;0,31;15,0;0,55
B095PRLJMR;OT-GeLet-Ipad12-Camel;6113-Camel;Londo Retro Büyük Tablet Kılıfı;1;;3,67;9,54;1,12;8,5;0,31;15,0;0,55
B095PRB3J7;OT-GeLet-Ipad12-Red;6113-Kırmızı;Londo Retro Büyük Tablet Kılıfı;1;;3,67;9,54;1,12;8,5;0,31;15,0;0,55
B095PPWTQ9;OT-GeLet-Ipad12-Brown;6113-Taba;Londo Retro Büyük Tablet Kılıfı;1;;3,67;9,54;1,12;8,5;0,31;15,0;0,55
B095PNN31W;OT-GeLet-Ipad12-Cinnamon;6113-Tarçın;Londo Retro Büyük Tablet Kılıfı;1;;3,67;9,54;1,12;8,5;0,31;15,0;0,55
B095PRQ8G4;OT-GeLet-Ipad11-Black;6114-Siyah;Londo Retro Küçük Tablet Kılıfı;1;;3,67;9,54;1,12;8,5;0,31;15,0;0,55
B095PP3R2L;OT-GeLet-Ipad11-Camel;6115-Camel;Londo Retro Küçük Tablet Kılıfı;1;;3,67;9,54;1,12;8,5;0,31;15,0;0,55
B095PP9KY4;OT-GeLet-Ipad11-Red;6115-Kırmızı;Londo Retro Küçük Tablet Kılıfı;1;;3,67;9,54;1,12;8,5;0,31;15,0;0,55
B095PS7DF6;OT-GeLet-Ipad11-Brown;6115-Taba;Londo Retro Küçük Tablet Kılıfı;1;;3,67;9,54;1,12;8,5;0,31;15,0;0,55
B095PSXJ5Z;OT-GeLet-Ipad11-Cinnamon;6115-Tarçın;Londo Retro Küçük Tablet Kılıfı;1;;3,67;9,54;1,12;8,5;0,31;15,0;0,55
B0957TX8N3;MG-ZSTK-Ipad-Fleece-12-Green;6116-Haki/Siyah;Büyük Tablet Kılıfı Keçeli;1;;3,68;9,54;1,12;8,5;0,31;15,0;0,55
B0957SKF1K;MG-ZSTK-Ipad-Fleece-12-Brown;6116-Kahverengi/Siyah;Büyük Tablet Kılıfı Keçeli;1;;3,62;9,54;1,12;8,5;0,31;15,0;0,54
B0957RFCWN;MG-ZSTK-Ipad-Fleece-12-Black;6116-Siyah/Siyah;Büyük Tablet Kılıfı Keçeli;1;;3,68;9,54;1,12;8,5;0,31;15,0;0,55
B0957T61LP;MG-ZSTK-Ipad-Fleece-12-Camel;6117-Camel/Siyah;Büyük Tablet Kılıfı Keçeli;1;;3,48;9,54;1,12;8,5;0,30;15,0;0,52
B0957SMJKD;MG-ZSTK-Ipad-Fleece-12-Red;6117-Kırmızı/Siyah;Büyük Tablet Kılıfı Keçeli;1;;3,48;9,54;1,12;8,5;0,30;15,0;0,52
B0957TDVXW;MG-ZSTK-Ipad-Fleece-11-Green;6121-Haki/Siyah;Küçük Tablet Kılıfı Keçeli;1;;3,24;9,54;1,12;8,5;0,28;15,0;0,49
B0957S3BN8;MG-ZSTK-Ipad-Fleece-11-Brown;6121-Kahverengi/Siyah;Küçük Tablet Kılıfı Keçeli;1;;3,16;9,54;1,12;8,5;0,27;15,0;0,47
B0957QTDH6;MG-ZSTK-Ipad-Fleece-11-Black;6121-Siyah/Siyah;Küçük Tablet Kılıfı Keçeli;1;;3,24;9,54;1,12;8,5;0,28;15,0;0,49
B0957WRRF4;MG-ZSTK-Ipad-Fleece-11-Camel;6124-Camel/Siyah;Küçük Tablet Kılıfı Keçeli;1;;3,24;9,54;1,12;8,5;0,28;15,0;0,49
B0957RYS7C;MG-ZSTK-Ipad-Fleece-11-Red;6124-Kırmızı/Siyah;Küçük Tablet Kılıfı Keçeli;1;;3,24;9,54;1,12;8,5;0,28;15,0;0,49
B0933M3N22;OT-GeLet-Ipad-S-Blue;6137-Mavi;Küçük Tablet Kılıfı-Blue Drop - Soho;1;;3,67;9,54;1,12;8,5;0,31;15,0;0,55
B0933KGT9P;OT-GeLet-Ipad-S-Purple;6138-Mor;Küçük Tablet Kılıfı-Geometrik Mozaik -Floter;1;;3,67;9,54;1,12;8,5;0,31;15,0;0,55
B0933N4BLR;OT-GeLet-Ipad-S-Brown;6139-Kahverengi;Küçük Tablet Kılıfı-Ethnic - Soho;1;;3,67;9,54;1,12;8,5;0,31;15,0;0,55
B0933LLT42;OT-GeLet-Ipad-S-Black;6140-Siyah;Küçük Tablet Kılıfı-Koton Goblen - Soho;1;;3,67;9,54;1,12;8,5;0,31;15,0;0,55
B0933NRDB2;OT-GeLet-Ipad-S-Mink;6141-Vizon;Küçük Tablet Kılıfı-Soho - Soho;1;;3,67;9,54;1,12;8,5;0,31;15,0;0,55
B0933LZYST;OT-GeLet-Ipad-S-Camel;6142-Camel;Küçük Tablet Kılıfı-Alaska - Tiger;1;;3,67;9,54;1,12;8,5;0,31;15,0;0,55
B0933KK13Q;OT-GeLet-Ipad-S-Cinnamon;6143-Taba;Küçük Tablet Kılıfı-Penrit -Tiger;1;;3,67;9,54;1,12;8,5;0,31;15,0;0,55
B0933LNX35;OT-GeLet-Ipad-L-Blue;6144-Mavi;Büyük Tablet Kılıfı-Blue Drop - Soho;1;;4,67;9,54;1,12;8,5;0,40;15,0;0,70
B0933M64HW;OT-GeLet-Ipad-L-Purple;6145-Mor;Büyük Tablet Kılıfı-Geometrik Mozaik -Floter;1;;4,35;9,54;1,12;8,5;0,37;15,0;0,65
B0933MTFK5;OT-GeLet-Ipad-L-Brown;6146-Kahverengi;Büyük Tablet Kılıfı-Ethnic - Soho;1;;4,73;9,54;1,12;8,5;0,40;15,0;0,71
B0933M8ZSD;OT-GeLet-Ipad-L-Black;6147-Siyah;Büyük Tablet Kılıfı-Koton Goblen;1;;4,50;9,54;1,12;8,5;0,38;15,0;0,68
B0933K24TX;OT-GeLet-Ipad-L-Mink;6148-Vizon;Büyük Tablet Kılıfı-Soho - Soho;1;;4,78;9,54;1,12;8,5;0,41;15,0;0,72
B0933NL477;OT-GeLet-Ipad-L-Camel;6149-Camel;Büyük Tablet Kılıfı-Alaska - Tiger;1;;4,35;9,54;1,12;8,5;0,37;15,0;0,65
B0933L96JN;OT-GeLet-Ipad-L-Cinnamon;6150-Taba;Büyük Tablet Kılıfı-Penrit -Tiger;1;;4,33;9,54;1,12;8,5;0,37;15,0;0,65
B077MLZW5C;Remote-Holder-Gen-Damson;6151-Bordo;Kumandalık Otto-SOHO;0,5;;1,66;9,27;1,12;20;0,33;15,0;0,25
B07RSRC69B;OT-Remote-Holder-Gen-RetroGreen;6151-Haki;Kumandalık Otto-SOHO;0,5;;1,66;9,27;1,12;20;0,33;15,0;0,25
B07PFKTD99;OT-Remote-Holder-Gen-Brown;6151-Kahverengi;LONDO KUMANDALIK SOHO;0,5;;1,66;9,27;1,12;20;0,33;15,0;0,25
B09HQR9L13;OT-Remote-Holder-Gen-Blue;6151-Mavi;LONDO KUMANDALIK SOHO;0,5;;1,66;9,27;1,12;20;0,33;15,0;0,25
B09HQRRKTS;OT-Remote-Holder-Gen-Black;6151-Siyah;LONDO KUMANDALIK SOHO;0,5;;1,66;9,27;1,12;20;0,33;15,0;0,25
B09HQSGMWF;OT-Remote-Holder-Gen-Mink;6151-Vizon;LONDO KUMANDALIK SOHO;0,5;;1,66;9,27;1,12;20;0,33;15,0;0,25
B0C3VNX379;OT-Padfolio-Zipper-Damson;6154-Bordo;Kalemlikli Defterlik;0,5;;2,30;9,27;1,12;11,5;0,26;15,0;0,35
B093T5TG34;OT-Padfolio-Zipper-Green;6154-Haki;Kalemlikli Defterlik;0,5;;2,30;9,27;1,12;11,5;0,26;15,0;0,35
B093T4YH3M;OT-Padfolio-Zipper-Blue;6154-Mavi;Kalemlikli Defterlik;0,5;;2,30;9,27;1,12;11,5;0,26;15,0;0,35
B093PXN3T4;OT-Padfolio-Zipper-Black;6154-Siyah;Kalemlikli Defterlik;0,5;;2,30;9,27;1,12;11,5;0,26;15,0;0,35
B093T4YH3V;OT-Padfolio-Zipper-Camel;6155-Camel;Kalemlikli Defterlik;0,5;;2,30;9,27;1,12;11,5;0,26;15,0;0,35
B093T54346;OT-Padfolio-Zipper-Cinnamon;6155-Taba;Kalemlikli Defterlik;0,5;;2,30;9,27;1,12;11,5;0,26;15,0;0,35
B093T7QSXM;OT-Padfolio-Zipper-Purple;6156-Mor;Kalemlikli Defterlik;0,5;;2,30;9,27;1,12;11,5;0,26;15,0;0,35
B088D1WKW8;OT-LeatherTrayOrganizer-BlackLining;6157-Siyah/Siyah;Organizer Suni Deri (iç astar siyah);0,5;;1,66;9,27;1,12;20;0,33;15,0;0,25
B083536L31;OT-Mousepad-PU-BlackonBlack;6160-Siyah;Suni mouse pad (Siyah dikişli);0,5;;1,23;9,27;1,12;0;0,00;15,0;0,18
B0779FH8NJ;WAL-Passport-Wallet-L.Brown;6169-Kahverengi;Biletli Pasaportluk-SOHO;0,5;;4,62;9,27;1,12;4,5;0,21;15,0;0,69
B0779FLWFX;WAL-Passport-Wallet-Black;6169-Siyah;Biletli Pasaportluk-SOHO;0,5;;4,62;9,27;1,12;4,5;0,21;15,0;0,69
B098XCVC5W;OT-Airtag-Green;6170-Haki;Londo AIRTAG Kılıfı;0,5;;3,37;9,27;1,12;4,5;0,15;15,0;0,50
B098XCLD2B;OT-Airtag-Brown;6170-Kahverengi;Londo AIRTAG Kılıfı;0,5;;3,37;9,27;1,12;4,5;0,15;15,0;0,50
B098XBGRL4;OT-Airtag-Black;6170-Siyah;Londo AIRTAG Kılıfı;0,5;;3,37;9,27;1,12;4,5;0,15;15,0;0,50
B098XBJY5G;OT-Airtag-Camel;6171-Camel;Londo AIRTAG Kılıfı;0,5;;3,37;9,27;1,12;4,5;0,15;15,0;0,50
B098XC4K65;OT-Airtag-Red;6171-Kırmızı;Londo AIRTAG Kılıfı;0,5;;3,37;9,27;1,12;4,5;0,15;15,0;0,50
B09CV36B5G;MG-ZSTK-StrapGeLet-Green;6172-Haki;Sierra Kemer-Deri;0,5;;2,20;9,27;1,12;0;0,00;15,0;0,33
B07GBVDXXZ;ZSTK-StrapGeLet-Brown;6172-Kahverengi;Sierra Kemer-Deri;0,5;;2,20;9,27;1,12;0;0,00;15,0;0,33
B09CV3Y18Z;MG-ZSTK-StrapGeLet-Blue;6172-Mavi;Sierra Kemer-Deri;0,5;;2,20;9,27;1,12;0;0,00;15,0;0,33
B07GBVVKTC;ZSTK-StrapGeLet-Black;6172-Siyah;Sierra Kemer-Deri;0,5;;2,20;9,27;1,12;0;0,00;15,0;0,33
B09CV2D774;MG-ZSTK-StrapGeLet-Mink;6172-Vizon;Sierra Kemer-Deri;0,5;;2,20;9,27;1,12;0;0,00;15,0;0,33
B09TR3FKLC;MG-GeLetWristStrap-Camel;6185-Camel;Bilek Strap;0,5;;1,91;9,27;1,12;0;0,00;15,0;0,29
B09TR15ZGY;MG-GeLetWristStrap-Red;6185-Kırmızı;Bilek Strap;0,5;;1,91;9,27;1,12;0;0,00;15,0;0,29
B09TR1X8JM;MG-GeLetWristStrap-Olive;6185-Oliv;Bilek Strap;0,5;;1,91;9,27;1,12;0;0,00;15,0;0,29
B09TR34M29;MG-GeLetWristStrap-LBrown;6185-Taba;Bilek Strap;0,5;;1,91;9,27;1,12;0;0,00;15,0;0,29
B09YVFQNZB;OT-GeLetPenCase-Fat-Chestnut;6186-Kestane;Tombik Kalemlik;0,5;;2,45;9,27;1,12;14,5;0,35;15,0;0,37
6188-Kırmızı;OT-Ducati-Keychain-Red;6188-Kırmızı;Ducatı Anahtarlık;0,5;;1,00;9,27;1,12;0;0,00;15,0;0,15
6188-Taba;OT-Ducati-Keychain-LBrown;6188-Taba;Ducatı Anahtarlık;0,5;;1,00;9,27;1,12;0;0,00;15,0;0,15
6189-Kestane;OT-Ducati-Keychain-Chestnut;6189-Kestane;Ducatı Anahtarlık;0,5;;1,00;9,27;1,12;0;0,00;15,0;0,15
B09JZ7QLY3;OT-Keyboard-L-Mink;6192-Vizon;Keyboard Büyük Tablet Kılıfı-Soho - Soho;1;;4,90;9,54;1,12;8,5;0,42;15,0;0,73
B09JZ718N8;OT-Keyboard-L-Cinnamon;6193-Taba;Keyboard Büyük Tablet Kılıfı-Penrit -Tiger;1;;4,90;9,54;1,12;8,5;0,42;15,0;0,73
B09JZ8Q4DL;OT-Keyboard-L-Blue;6194-Mavi;Keyboard Büyük Tablet Kılıfı-Blue Drop - Soho;1;;4,90;9,54;1,12;8,5;0,42;15,0;0,73
B09JZ8GS7D;OT-Keyboard-L-Purple;6195-Mor;Keyboard Büyük Tablet Kılıfı-Geometrik Mozaik -Floter;1;;4,90;9,54;1,12;8,5;0,42;15,0;0,73
B09JZ8Q6SF;OT-Keyboard-L-Black;6196-Siyah;Keyboard Büyük Tablet Kılıfı-Koton Goblen -Soho;1;;4,90;9,54;1,12;8,5;0,42;15,0;0,73
B09JZ8Z8FS;OT-Keyboard-L-Brown;6197-Kahverengi;Keyboard Büyük Tablet Kılıfı-Ethnic - Soho;1;;4,90;9,54;1,12;8,5;0,42;15,0;0,73
B09JZ8D82B;OT-Keyboard-L-Camel;6198-Camel;Keyboard Büyük Tablet Kılıfı-Alaska - Tiger;1;;4,90;9,54;1,12;8,5;0,42;15,0;0,73
6200-Camel;OT-CigarCase-Camel;6200-Camel;Turquino Logolu Puro Kılıfı;0,5;;1,91;9,27;1,12;0;0,00;15,0;0,29
6200-Taba;OT-CigarCase-LightBrown;6200-Taba;Turquino Logolu Puro Kılıfı;0,5;;1,91;9,27;1,12;0;0,00;15,0;0,29
6201-Kestane;OT-CigarCase-Chestnut;6201-Kestane;Turquino Logolu Puro Kılıfı;0,5;;1,91;9,27;1,12;0;0,00;15,0;0,29
B0B8HT3XGG;OT-GeLetPenCase-Zppr-Maroon;6202-Bordo;Fermuarlı Kalemlik;0,5;;1,91;9,27;1,12;10,5;0,20;15,0;0,29
B0B8HV7YF9;OT-GeLetPenCase-Zppr-Green;6202-Haki;Fermuarlı Kalemlik;0,5;;1,91;9,27;1,12;10,5;0,20;15,0;0,29
B0B8HVKHPV;OT-GeLetPenCase-Zppr-Brown2;6202-Kahverengi;Fermuarlı Kalemlik;0,5;;1,91;9,27;1,12;10,5;0,20;15,0;0,29
B0B8HTKY4Z;OT-GeLetPenCase-Zppr-Blue;6202-Mavi;Fermuarlı Kalemlik;0,5;;1,91;9,27;1,12;10,5;0,20;15,0;0,29
B0B8HWJ24Z;OT-GeLetPenCase-Zppr-Black2;6202-Siyah;Fermuarlı Kalemlik;0,5;;1,91;9,27;1,12;10,5;0,20;15,0;0,29
B0B8HW1WW3;OT-GeLetPenCase-Zppr-Mink;6202-Vizon;Fermuarlı Kalemlik;0,5;;1,91;9,27;1,12;10,5;0,20;15,0;0,29
B0C7BYBXFF;OT-C-GeLetApron-Black;6204-Siyah;Çocuk Deri Önlük;1;;10,61;9,54;1,12;0;0,00;15,0;1,59
B0C7C3D1DR;OT-C-CanvasApron-Beige;6205-Taba/Bej;Çocuk Kanvas Önlük;1;;9,71;9,54;1,12;0;0,00;15,0;1,46
B0C6XM5NP1;OT-CanvasApron-Green;6206-Kahverengi/Yeşil;Kanvas Önlük;1;;1,91;9,54;1,12;7,8;0,15;15,0;0,29
B0C6XKSPYB;OT-CanvasApron-Black;6206-Vizon/Siyah;Kanvas Önlük;1;;1,91;9,54;1,12;7,8;0,15;15,0;0,29
B0C6XKF68V;OT-CanvasApron-Beige;6207-Taba/Bej;Kanvas Önlük;1;;1,91;9,54;1,12;7,8;0,15;15,0;0,29
B0BJVV54YP;OT-IDTag-Camel;6208-Camel;Londo ID Tags;0,5;;1,91;9,27;1,12;1,8;0,03;15,0;0,29
B0BJVWXRKY;OT-IDTag-LBrown;6208-Taba;Londo ID Tags;0,5;;1,91;9,27;1,12;1,8;0,03;15,0;0,29
B0BJVXD4SZ;OT-IDTag-Chestnut;6209-Kestane;Londo ID Tags;0,5;;1,91;9,27;1,12;1,8;0,03;15,0;0,29
B0BK1LRPNL;OT-PU-PlainCoaster-Gray;6213-Gri;Plain Bardak Altlığı;0,5;;1,91;9,27;1,12;0;0,00;15,0;0,29
B0BK1M9QFJ;OT-PU-PlainCoaster-DBrown;6213-Kahverengi;Plain Bardak Altlığı;0,5;;1,91;9,27;1,12;0;0,00;15,0;0,29
B0BK1VJYQJ;OT-PU-PlainCoaster-Black;6213-Siyah;Plain Bardak Altlığı;0,5;;1,91;9,27;1,12;0;0,00;15,0;0,29
B0BK1MBSSN;OT-PU-PlainCoaster-LBrown;6213-Taba;Plain Bardak Altlığı;0,5;;1,91;9,27;1,12;0;0,00;15,0;0,29
B0C5XXGV1K;OT-GeLet-Passport2-Damson;6219-Bordo;Pasaportluk (Biletsiz);0,5;;4,08;9,27;1,12;4,5;0,18;15,0;0,61
B0C5XYH2XP;OT-GeLet-Passport2-Green;6219-Haki;Pasaportluk (Biletsiz);0,5;;4,08;9,27;1,12;4,5;0,18;15,0;0,61
B0C5XY8MNP;OT-GeLet-Passport2-Brown;6219-Kahverengi;Pasaportluk (Biletsiz);0,5;;4,08;9,27;1,12;4,5;0,18;15,0;0,61
B0C5XXY9CV;OT-GeLet-Passport2-Blue;6219-Mavi;Pasaportluk (Biletsiz);0,5;;4,08;9,27;1,12;4,5;0,18;15,0;0,61
B0C5XYSLJQ;OT-GeLet-Passport2-Black;6219-Siyah;Pasaportluk (Biletsiz);0,5;;4,08;9,27;1,12;4,5;0,18;15,0;0,61
B0C5XXGL8P;OT-GeLet-Passport2-Mink;6219-Vizon;Pasaportluk (Biletsiz);0,5;;4,08;9,27;1,12;4,5;0,18;15,0;0,61
